system:index,aet,date,pet,.geo
195801,0.0,1958-01-01,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
195802,0.0,1958-02-01,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
195803,0.0,1958-03-01,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
195804,181.0,1958-04-01,390.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
195805,1317.0,1958-05-01,1317.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
195806,612.0,1958-06-01,1648.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
195807,367.0,1958-07-01,1646.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
195808,848.0,1958-08-01,1397.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
195809,772.0,1958-09-01,1049.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
195810,477.0,1958-10-01,770.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
195811,98.0,1958-11-01,230.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
195812,2.0,1958-12-01,33.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
195901,0.0,1959-01-01,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
195902,0.0,1959-02-01,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
195903,0.0,1959-03-01,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
195904,803.0,1959-04-01,878.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
195905,870.0,1959-05-01,1339.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
195906,534.0,1959-06-01,1582.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
195907,656.0,1959-07-01,1604.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
195908,1203.0,1959-08-01,1278.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
195909,166.0,1959-09-01,1235.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
195910,803.0,1959-10-01,813.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
195911,12.0,1959-11-01,80.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
195912,0.0,1959-12-01,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
196001,0.0,1960-01-01,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
196002,0.0,1960-02-01,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
196003,8.0,1960-03-01,79.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
196004,953.0,1960-04-01,996.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
196005,695.0,1960-05-01,1371.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
196006,456.0,1960-06-01,1641.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
196007,716.0,1960-07-01,1511.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
196008,509.0,1960-08-01,1444.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
196009,297.0,1960-09-01,1181.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
196010,758.0,1960-10-01,767.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
196011,160.0,1960-11-01,327.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
196012,0.0,1960-12-01,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
196101,0.0,1961-01-01,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
196102,0.0,1961-02-01,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
196103,2.0,1961-03-01,34.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
196104,546.0,1961-04-01,736.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
196105,937.0,1961-05-01,1435.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
196106,399.0,1961-06-01,1595.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
196107,1054.0,1961-07-01,1527.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
196108,1256.0,1961-08-01,1256.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
196109,705.0,1961-09-01,1095.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
196110,546.0,1961-10-01,909.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
196111,2.0,1961-11-01,25.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
196112,0.0,1961-12-01,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
196201,0.0,1962-01-01,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
196202,0.0,1962-02-01,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
196203,0.0,1962-03-01,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
196204,987.0,1962-04-01,1014.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
196205,513.0,1962-05-01,1452.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
196206,230.0,1962-06-01,1613.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
196207,1171.0,1962-07-01,1478.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
196208,201.0,1962-08-01,1487.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
196209,719.0,1962-09-01,1063.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
196210,345.0,1962-10-01,878.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
196211,326.0,1962-11-01,410.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
196212,0.0,1962-12-01,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
196301,0.0,1963-01-01,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
196302,0.0,1963-02-01,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
196303,1.0,1963-03-01,24.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
196304,1039.0,1963-04-01,1071.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
196305,544.0,1963-05-01,1423.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
196306,193.0,1963-06-01,1631.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
196307,545.0,1963-07-01,1672.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
196308,1281.0,1963-08-01,1281.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
196309,539.0,1963-09-01,1106.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
196310,379.0,1963-10-01,889.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
196311,99.0,1963-11-01,224.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
196312,0.0,1963-12-01,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
196401,0.0,1964-01-01,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
196402,0.0,1964-02-01,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
196403,0.0,1964-03-01,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
196404,228.0,1964-04-01,458.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
196405,1223.0,1964-05-01,1375.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
196406,263.0,1964-06-01,1663.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
196407,1144.0,1964-07-01,1560.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
196408,769.0,1964-08-01,1400.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
196409,610.0,1964-09-01,1085.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
196410,22.0,1964-10-01,940.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
196411,14.0,1964-11-01,85.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
196412,0.0,1964-12-01,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
196501,0.0,1965-01-01,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
196502,0.0,1965-02-01,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
196503,0.0,1965-03-01,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
196504,718.0,1965-04-01,819.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
196505,987.0,1965-05-01,1291.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
196506,878.0,1965-06-01,1487.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
196507,1265.0,1965-07-01,1525.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
196508,773.0,1965-08-01,1352.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
196509,648.0,1965-09-01,1113.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
196510,363.0,1965-10-01,924.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
196511,306.0,1965-11-01,501.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
196512,0.0,1965-12-01,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
196601,0.0,1966-01-01,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
196602,0.0,1966-02-01,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
196603,5.0,1966-03-01,59.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
196604,918.0,1966-04-01,990.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
196605,622.0,1966-05-01,1501.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
196606,1043.0,1966-06-01,1588.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
196607,814.0,1966-07-01,1616.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
196608,1110.0,1966-08-01,1373.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
196609,359.0,1966-09-01,1151.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
196610,130.0,1966-10-01,940.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
196611,136.0,1966-11-01,510.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
196612,0.0,1966-12-01,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
196701,0.0,1967-01-01,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
196702,0.0,1967-02-01,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
196703,439.0,1967-03-01,620.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
196704,642.0,1967-04-01,1049.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
196705,185.0,1967-05-01,1380.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
196706,638.0,1967-06-01,1523.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
196707,1219.0,1967-07-01,1545.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
196708,1271.0,1967-08-01,1271.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
196709,768.0,1967-09-01,1081.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
196710,153.0,1967-10-01,969.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
196711,114.0,1967-11-01,446.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
196712,0.0,1967-12-01,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
196801,0.0,1968-01-01,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
196802,0.0,1968-02-01,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
196803,1.0,1968-03-01,31.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
196804,230.0,1968-04-01,459.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
196805,1329.0,1968-05-01,1344.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
196806,527.0,1968-06-01,1698.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
196807,1359.0,1968-07-01,1509.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
196808,1125.0,1968-08-01,1270.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
196809,114.0,1968-09-01,1187.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
196810,149.0,1968-10-01,958.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
196811,14.0,1968-11-01,82.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
196812,0.0,1968-12-01,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
196901,1.0,1969-01-01,15.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
196902,0.0,1969-02-01,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
196903,0.0,1969-03-01,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
196904,977.0,1969-04-01,1003.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
196905,1009.0,1969-05-01,1371.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
196906,524.0,1969-06-01,1592.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
196907,1117.0,1969-07-01,1560.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
196908,1167.0,1969-08-01,1392.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
196909,652.0,1969-09-01,1081.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
196910,790.0,1969-10-01,802.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
196911,18.0,1969-11-01,94.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
196912,0.0,1969-12-01,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
197001,0.0,1970-01-01,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
197002,1.0,1970-02-01,18.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
197003,0.0,1970-03-01,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
197004,103.0,1970-04-01,317.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
197005,1345.0,1970-05-01,1425.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
197006,732.0,1970-06-01,1540.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
197007,1251.0,1970-07-01,1580.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
197008,1020.0,1970-08-01,1399.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
197009,611.0,1970-09-01,1156.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
197010,339.0,1970-10-01,787.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
197011,138.0,1970-11-01,274.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
197012,0.0,1970-12-01,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
197101,0.0,1971-01-01,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
197102,0.0,1971-02-01,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
197103,6.0,1971-03-01,71.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
197104,568.0,1971-04-01,744.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
197105,635.0,1971-05-01,1338.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
197106,137.0,1971-06-01,1665.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
197107,1193.0,1971-07-01,1545.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
197108,983.0,1971-08-01,1273.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
197109,914.0,1971-09-01,1139.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
197110,698.0,1971-10-01,804.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
197111,32.0,1971-11-01,126.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
197112,0.0,1971-12-01,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
197201,0.0,1972-01-01,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
197202,0.0,1972-02-01,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
197203,460.0,1972-03-01,634.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
197204,803.0,1972-04-01,1073.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
197205,282.0,1972-05-01,1377.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
197206,414.0,1972-06-01,1582.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
197207,764.0,1972-07-01,1553.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
197208,1083.0,1972-08-01,1292.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
197209,705.0,1972-09-01,1091.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
197210,728.0,1972-10-01,728.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
197211,0.0,1972-11-01,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
197212,0.0,1972-12-01,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
197301,0.0,1973-01-01,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
197302,0.0,1973-02-01,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
197303,0.0,1973-03-01,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
197304,10.0,1973-04-01,92.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
197305,1255.0,1973-05-01,1270.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
197306,841.0,1973-06-01,1606.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
197307,1031.0,1973-07-01,1526.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
197308,649.0,1973-08-01,1397.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
197309,540.0,1973-09-01,1177.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
197310,197.0,1973-10-01,911.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
197311,131.0,1973-11-01,435.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
197312,0.0,1973-12-01,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
197401,0.0,1974-01-01,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
197402,0.0,1974-02-01,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
197403,379.0,1974-03-01,568.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
197404,679.0,1974-04-01,854.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
197405,424.0,1974-05-01,1539.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
197406,242.0,1974-06-01,1726.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
197407,1142.0,1974-07-01,1520.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
197408,840.0,1974-08-01,1300.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
197409,355.0,1974-09-01,1121.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
197410,786.0,1974-10-01,786.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
197411,24.0,1974-11-01,111.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
197412,0.0,1974-12-01,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
197501,0.0,1975-01-01,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
197502,0.0,1975-02-01,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
197503,0.0,1975-03-01,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
197504,72.0,1975-04-01,262.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
197505,1309.0,1975-05-01,1326.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
197506,573.0,1975-06-01,1642.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
197507,1075.0,1975-07-01,1482.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
197508,694.0,1975-08-01,1343.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
197509,1048.0,1975-09-01,1048.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
197510,70.0,1975-10-01,905.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
197511,34.0,1975-11-01,138.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
197512,0.0,1975-12-01,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
197601,0.0,1976-01-01,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
197602,1.0,1976-02-01,28.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
197603,1.0,1976-03-01,29.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
197604,774.0,1976-04-01,882.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
197605,911.0,1976-05-01,1328.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
197606,287.0,1976-06-01,1708.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
197607,890.0,1976-07-01,1534.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
197608,780.0,1976-08-01,1364.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
197609,461.0,1976-09-01,1079.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
197610,114.0,1976-10-01,822.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
197611,1.0,1976-11-01,26.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
197612,0.0,1976-12-01,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
197701,0.0,1977-01-01,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
197702,0.0,1977-02-01,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
197703,0.0,1977-03-01,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
197704,824.0,1977-04-01,889.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
197705,753.0,1977-05-01,1281.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
197706,294.0,1977-06-01,1652.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
197707,982.0,1977-07-01,1505.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
197708,1240.0,1977-08-01,1373.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
197709,525.0,1977-09-01,1107.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
197710,168.0,1977-10-01,912.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
197711,276.0,1977-11-01,387.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
197712,4.0,1977-12-01,40.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
197801,0.0,1978-01-01,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
197802,0.0,1978-02-01,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
197803,35.0,1978-03-01,162.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
197804,1005.0,1978-04-01,1034.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
197805,1045.0,1978-05-01,1289.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
197806,650.0,1978-06-01,1624.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
197807,505.0,1978-07-01,1648.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
197808,671.0,1978-08-01,1380.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
197809,367.0,1978-09-01,1150.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
197810,445.0,1978-10-01,920.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
197811,186.0,1978-11-01,301.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
197812,0.0,1978-12-01,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
197901,0.0,1979-01-01,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
197902,0.0,1979-02-01,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
197903,1.0,1979-03-01,27.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
197904,735.0,1979-04-01,840.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
197905,1188.0,1979-05-01,1226.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
197906,949.0,1979-06-01,1510.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
197907,606.0,1979-07-01,1618.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
