Time,SpeciesName,ClimateRegion,NumberAttempts,AvgTempMult,AvgMinJanTempMult,AvgSoilMoistureMult,AvgDryDaysMult,AvgProbEst,DryDays,BeginGDD,EndGDD,
11, PIMA, eco1, 7840, 0.98, 1, 1, 0.77, 0.15, 13.93, 121, 264, 
11, PIBA2, eco1, 7863, 0.77, 1, 1, 0.85, 0.08, 13.83, 121, 264, 
11, PIRE, eco1, 17236, 0.36, 1, 1, 0.84, 0.05, 14.71, 121, 264, 
11, PIST, eco1, 14305, 0.17, 1, 1, 0.83, 0.02, 14.54, 121, 264, 
11, POBA2, eco1, 14168, 0.88, 1, 1, 0.76, 0.09, 14.39, 121, 264, 
11, POGR4, eco1, 17171, 0.17, 1, 1, 0.78, 0.02, 14.8, 121, 264, 
11, POTR5, eco1, 14249, 0.77, 1, 1, 0.76, 0.09, 14.53, 121, 264, 
11, PRVI, eco1, 17267, 0, 1, 1, 0.79, 0, 14.84, 121, 264, 
11, QURU, eco1, 18640, 0.1, 1, 1, 0.65, 0.01, 14.98, 121, 264, 
11, SODE3, eco1, 18862, 0.73, 1, 1, 0.79, 0.1, 14.86, 121, 264, 
11, THOC2, eco1, 14252, 0.56, 1, 1, 0.8, 0.09, 14.51, 121, 264, 
11, Shrub, eco1, 18895, 0.69, 1, 1, 0.94, 0.14, 15.09, 121, 264, 
12, ABBA, eco1, 18572, 0.97, 1, 1, 0.48, 0.05, 17.77, 100, 254, 
12, ACRU, eco1, 16560, 0.25, 1, 1, 0.67, 0.03, 17.45, 100, 254, 
12, ACSA3, eco1, 19980, 0.67, 1, 1, 0.24, 0.01, 18.18, 100, 254, 
12, ACSP2, eco1, 18664, 0.25, 1, 1, 0.66, 0.04, 17.63, 100, 254, 
12, ALIN2, eco1, 7101, 1, 1, 1, 0.47, 0.09, 18.22, 100, 254, 
12, BEAL2, eco1, 20009, 0.93, 1, 1, 0.52, 0.06, 18.16, 100, 254, 
12, BEPA, eco1, 13206, 0.78, 1, 1, 0.73, 0.08, 17.37, 100, 254, 
12, CRDO2, eco1, 18616, 0.92, 1, 1, 0.43, 0.08, 17.84, 100, 254, 
12, FRNI, eco1, 18692, 1, 1, 1, 0.26, 0.05, 17.75, 100, 254, 
12, LALA, eco1, 7173, 0.98, 1, 1, 0.68, 0.09, 18.31, 100, 254, 
12, PIGL, eco1, 16729, 0.58, 1, 1, 0.69, 0.08, 17.57, 100, 254, 
12, PIMA, eco1, 7152, 0.58, 1, 1, 0.69, 0.09, 18.14, 100, 254, 
12, PIBA2, eco1, 6987, 0.98, 1, 1, 0.81, 0.07, 18.37, 100, 254, 
12, PIRE, eco1, 16603, 0.99, 1, 1, 0.83, 0.11, 17.46, 100, 254, 
12, PIST, eco1, 13159, 0.75, 1, 1, 0.82, 0.1, 17, 100, 254, 
12, POBA2, eco1, 13378, 0.99, 1, 1, 0.72, 0.08, 17.09, 100, 254, 
12, POGR4, eco1, 16762, 0.75, 1, 1, 0.75, 0.1, 17.48, 100, 254, 
12, POTR5, eco1, 13322, 1, 1, 1, 0.72, 0.08, 17.33, 100, 254, 
12, PRVI, eco1, 16459, 0.32, 1, 1, 0.76, 0.05, 17.43, 100, 254, 
12, QURU, eco1, 18804, 0.51, 1, 1, 0.6, 0.06, 17.77, 100, 254, 
12, SODE3, eco1, 18725, 0.97, 1, 1, 0.76, 0.11, 17.85, 100, 254, 
12, THOC2, eco1, 13414, 0.99, 1, 1, 0.77, 0.12, 17.05, 100, 254, 
12, Shrub, eco1, 18596, 0.9, 1, 1, 0.94, 0.18, 17.71, 100, 254, 
13, ABBA, eco1, 15419, 0.96, 1, 1, 0.7, 0.09, 13.94, 104, 291, 
13, ACRU, eco1, 13479, 0.27, 1, 1, 0.81, 0.04, 13.28, 104, 291, 
13, ACSA3, eco1, 17117, 0.7, 1, 1, 0.32, 0.02, 14.7, 104, 291, 
13, ACSP2, eco1, 15347, 0.27, 1, 1, 0.81, 0.04, 13.83, 104, 291, 
13, ALIN2, eco1, 6137, 1, 1, 1, 0.51, 0.1, 12.36, 104, 291, 
13, BEAL2, eco1, 16872, 0.95, 1, 1, 0.72, 0.1, 14.76, 104, 291, 
13, BEPA, eco1, 10597, 0.75, 1, 1, 0.86, 0.09, 12.58, 104, 291, 
13, CRDO2, eco1, 15374, 0.94, 1, 1, 0.66, 0.13, 14, 104, 291, 
13, FRNI, eco1, 15415, 1, 1, 1, 0.3, 0.06, 13.93, 104, 291, 
13, LALA, eco1, 6040, 0.98, 1, 1, 0.85, 0.12, 12.36, 104, 291, 
13, PIGL, eco1, 13362, 0.54, 1, 1, 0.83, 0.07, 13.43, 104, 291, 
13, PIMA, eco1, 6200, 0.53, 1, 1, 0.85, 0.1, 12.25, 104, 291, 
13, PIBA2, eco1, 6090, 0.97, 1, 1, 0.91, 0.08, 12.21, 104, 291, 
13, PIRE, eco1, 13444, 0.97, 1, 1, 0.9, 0.11, 13.14, 104, 291, 
13, PIST, eco1, 10758, 0.78, 1, 1, 0.9, 0.1, 12.41, 104, 291, 
13, POBA2, eco1, 10750, 0.98, 1, 1, 0.85, 0.1, 12.46, 104, 291, 
13, POGR4, eco1, 13363, 0.78, 1, 1, 0.86, 0.1, 13.07, 104, 291, 
13, POTR5, eco1, 10642, 1, 1, 1, 0.85, 0.1, 12.6, 104, 291, 
13, PRVI, eco1, 13505, 0.34, 1, 1, 0.87, 0.05, 13.31, 104, 291, 
13, QURU, eco1, 15397, 0.53, 1, 1, 0.77, 0.08, 14.07, 104, 291, 
13, SODE3, eco1, 15442, 0.98, 1, 1, 0.86, 0.12, 13.98, 104, 291, 
13, THOC2, eco1, 10768, 0.98, 1, 1, 0.88, 0.13, 12.52, 104, 291, 
13, Shrub, eco1, 15334, 0.91, 1, 1, 0.96, 0.18, 13.98, 104, 291, 
14, ABBA, eco1, 17163, 0.73, 1, 1, 0.61, 0.07, 18.87, 64, 274, 
14, ACRU, eco1, 15252, 0.45, 1, 1, 0.76, 0.06, 18.46, 64, 274, 
14, ACSA3, eco1, 18894, 0.95, 1, 1, 0.26, 0.01, 19.56, 64, 274, 
14, ACSP2, eco1, 17240, 0.45, 1, 1, 0.76, 0.07, 18.9, 64, 274, 
14, ALIN2, eco1, 6233, 0.95, 1, 1, 0.49, 0.09, 17.45, 64, 274, 
14, BEAL2, eco1, 18681, 0.96, 1, 1, 0.64, 0.09, 19.53, 64, 274, 
14, BEPA, eco1, 12008, 0.22, 1, 1, 0.82, 0.03, 17.45, 64, 274, 
14, CRDO2, eco1, 17405, 1, 1, 1, 0.57, 0.11, 18.77, 64, 274, 
14, FRNI, eco1, 17430, 0.75, 1, 1, 0.27, 0.04, 19, 64, 274, 
14, LALA, eco1, 6192, 0.84, 1, 1, 0.78, 0.1, 17.7, 64, 274, 
14, PIGL, eco1, 15302, 0, 1, 1, 0.79, 0, 18.15, 64, 274, 
14, PIMA, eco1, 6089, 0, 1, 1, 0.79, 0, 17.57, 64, 274, 
14, PIBA2, eco1, 6277, 0.63, 1, 1, 0.88, 0.07, 17.68, 64, 274, 
14, PIRE, eco1, 15227, 0.34, 1, 1, 0.87, 0.05, 18.27, 64, 274, 
14, PIST, eco1, 11942, 0.97, 1, 1, 0.87, 0.11, 17.65, 64, 274, 
14, POBA2, eco1, 11985, 0.81, 1, 1, 0.81, 0.09, 17.5, 64, 274, 
14, POGR4, eco1, 15390, 0.97, 1, 1, 0.83, 0.11, 18.35, 64, 274, 
14, POTR5, eco1, 12000, 0.84, 1, 1, 0.81, 0.09, 17.59, 64, 274, 
14, PRVI, eco1, 15189, 0.53, 1, 1, 0.83, 0.08, 18.5, 64, 274, 
14, QURU, eco1, 17402, 0.74, 1, 1, 0.71, 0.09, 18.9, 64, 274, 
14, SODE3, eco1, 17122, 0.99, 1, 1, 0.83, 0.12, 18.91, 64, 274, 
14, THOC2, eco1, 12183, 0.56, 1, 1, 0.85, 0.09, 17.49, 64, 274, 
14, Shrub, eco1, 17333, 0.98, 1, 1, 0.95, 0.19, 18.71, 64, 274, 
15, ABBA, eco1, 16059, 0.99, 1, 1, 0.71, 0.09, 12.91, 116, 288, 
15, ACRU, eco1, 13914, 0.22, 1, 1, 0.8, 0.03, 12.44, 116, 288, 
15, ACSA3, eco1, 17616, 0.6, 1, 1, 0.35, 0.02, 13.47, 116, 288, 
15, ACSP2, eco1, 15839, 0.22, 1, 1, 0.8, 0.03, 12.9, 116, 288, 
15, ALIN2, eco1, 5535, 0.99, 1, 1, 0.5, 0.1, 12.76, 116, 288, 
15, BEAL2, eco1, 17439, 0.89, 1, 1, 0.73, 0.1, 13.47, 116, 288, 
15, BEPA, eco1, 10825, 0.84, 1, 1, 0.85, 0.09, 11.58, 116, 288, 
15, CRDO2, eco1, 15811, 0.9, 1, 1, 0.66, 0.13, 12.86, 116, 288, 
15, FRNI, eco1, 15932, 0.99, 1, 1, 0.3, 0.06, 12.8, 116, 288, 
15, LALA, eco1, 5629, 0.99, 1, 1, 0.81, 0.12, 12.68, 116, 288, 
15, PIGL, eco1, 13658, 0.66, 1, 1, 0.82, 0.09, 12.2, 116, 288, 
15, PIMA, eco1, 5454, 0.65, 1, 1, 0.81, 0.11, 12.59, 116, 288, 
15, PIBA2, eco1, 5472, 1, 1, 1, 0.9, 0.08, 12.55, 116, 288, 
15, PIRE, eco1, 13793, 1, 1, 1, 0.9, 0.12, 12.17, 116, 288, 
15, PIST, eco1, 10897, 0.7, 1, 1, 0.9, 0.09, 11.73, 116, 288, 
15, POBA2, eco1, 10958, 1, 1, 1, 0.83, 0.1, 12, 116, 288, 
15, POGR4, eco1, 13799, 0.7, 1, 1, 0.85, 0.09, 12.31, 116, 288, 
15, POTR5, eco1, 10650, 1, 1, 1, 0.84, 0.1, 11.78, 116, 288, 
15, PRVI, eco1, 13852, 0.28, 1, 1, 0.86, 0.04, 12.34, 116, 288, 
15, QURU, eco1, 16033, 0.47, 1, 1, 0.77, 0.07, 12.84, 116, 288, 
15, SODE3, eco1, 15790, 0.96, 1, 1, 0.86, 0.12, 12.75, 116, 288, 
15, THOC2, eco1, 10723, 1, 1, 1, 0.87, 0.13, 11.67, 116, 288, 
15, Shrub, eco1, 15664, 0.88, 1, 1, 0.96, 0.17, 12.76, 116, 288, 
16, ABBA, eco1, 18080, 0.95, 1, 1, 0.74, 0.1, 10.66, 121, 273, 
16, ACRU, eco1, 15814, 0.01, 1, 1, 0.83, 0, 10.28, 121, 273, 
16, ACSA3, eco1, 19269, 0.12, 1, 1, 0.27, 0, 11.05, 121, 273, 
16, ACSP2, eco1, 18035, 0.01, 1, 1, 0.83, 0, 10.65, 121, 273, 
16, ALIN2, eco1, 5650, 0.9, 1, 1, 0.45, 0.08, 10.24, 121, 273, 
16, BEAL2, eco1, 19314, 0.44, 1, 1, 0.76, 0.07, 11.03, 121, 273, 
16, BEPA, eco1, 12394, 1, 1, 1, 0.87, 0.11, 9.85, 121, 273, 
16, CRDO2, eco1, 18114, 0.74, 1, 1, 0.7, 0.13, 10.53, 121, 273, 
16, FRNI, eco1, 17863, 0.69, 1, 1, 0.28, 0.04, 10.6, 121, 273, 
16, LALA, eco1, 5762, 0.97, 1, 1, 0.85, 0.13, 10.23, 121, 273, 
16, PIGL, eco1, 15690, 0.95, 1, 1, 0.85, 0.12, 10.23, 121, 273, 
16, PIMA, eco1, 5652, 0.94, 1, 1, 0.86, 0.16, 10.12, 121, 273, 
16, PIBA2, eco1, 5706, 0.88, 1, 1, 0.91, 0.09, 10.05, 121, 273, 
16, PIRE, eco1, 15742, 0.62, 1, 1, 0.91, 0.09, 10.27, 121, 273, 
16, PIST, eco1, 12440, 0.32, 1, 1, 0.91, 0.04, 9.86, 121, 273, 
16, POBA2, eco1, 12293, 0.94, 1, 1, 0.86, 0.11, 9.84, 121, 273, 
16, POGR4, eco1, 15990, 0.31, 1, 1, 0.87, 0.05, 10.25, 121, 273, 
16, POTR5, eco1, 12396, 0.86, 1, 1, 0.86, 0.11, 9.89, 121, 273, 
16, PRVI, eco1, 15864, 0.06, 1, 1, 0.88, 0.01, 10.33, 121, 273, 
16, QURU, eco1, 17783, 0.19, 1, 1, 0.8, 0.03, 10.61, 121, 273, 
16, SODE3, eco1, 18098, 0.8, 1, 1, 0.87, 0.12, 10.57, 121, 273, 
16, THOC2, eco1, 12353, 0.74, 1, 1, 0.89, 0.12, 9.91, 121, 273, 
16, Shrub, eco1, 17973, 0.74, 1, 1, 0.96, 0.15, 10.57, 121, 273, 
17, ABBA, eco1, 19332, 1, 1, 1, 0.59, 0.07, 15.2, 113, 274, 
17, ACRU, eco1, 17212, 0.17, 1, 1, 0.75, 0.03, 14.82, 113, 274, 
17, ACSA3, eco1, 20005, 0.51, 1, 1, 0.25, 0.01, 15.72, 113, 274, 
17, ACSP2, eco1, 19017, 0.17, 1, 1, 0.74, 0.03, 15.28, 113, 274, 
17, ALIN2, eco1, 6142, 0.98, 1, 1, 0.4, 0.08, 14.64, 113, 274, 
17, BEAL2, eco1, 19781, 0.82, 1, 1, 0.63, 0.08, 15.64, 113, 274, 
17, BEPA, eco1, 13961, 0.9, 1, 1, 0.81, 0.1, 14.47, 113, 274, 
17, CRDO2, eco1, 19009, 0.88, 1, 1, 0.53, 0.1, 15.21, 113, 274, 
17, FRNI, eco1, 18940, 0.96, 1, 1, 0.26, 0.05, 15.28, 113, 274, 
17, LALA, eco1, 6182, 1, 1, 1, 0.79, 0.12, 14.53, 113, 274, 
17, PIGL, eco1, 17197, 0.75, 1, 1, 0.77, 0.1, 14.87, 113, 274, 
17, PIMA, eco1, 6059, 0.74, 1, 1, 0.79, 0.13, 14.63, 113, 274, 
17, PIBA2, eco1, 6103, 1, 1, 1, 0.87, 0.1, 14.7, 113, 274, 
17, PIRE, eco1, 17332, 0.98, 1, 1, 0.87, 0.12, 14.88, 113, 274, 
17, PIST, eco1, 13566, 0.63, 1, 1, 0.87, 0.09, 14.38, 113, 274, 
17, POBA2, eco1, 13676, 1, 1, 1, 0.8, 0.1, 14.37, 113, 274, 
17, POGR4, eco1, 17295, 0.63, 1, 1, 0.82, 0.09, 14.84, 113, 274, 
17, POTR5, eco1, 13972, 0.99, 1, 1, 0.8, 0.1, 14.49, 113, 274, 
17, PRVI, eco1, 17198, 0.24, 1, 1, 0.82, 0.04, 14.83, 113, 274, 
17, QURU, eco1, 19096, 0.41, 1, 1, 0.7, 0.06, 15.22, 113, 274, 
17, SODE3, eco1, 18874, 0.93, 1, 1, 0.82, 0.12, 15.25, 113, 274, 
17, THOC2, eco1, 13794, 0.99, 1, 1, 0.83, 0.13, 14.55, 113, 274, 
17, Shrub, eco1, 19178, 0.85, 1, 1, 0.95, 0.17, 15.33, 113, 274, 
18, ABBA, eco1, 17915, 0.93, 1, 1, 0.73, 0.1, 11.27, 115, 279, 
18, ACRU, eco1, 15502, 0.31, 1, 1, 0.83, 0.04, 10.84, 115, 279, 
18, ACSA3, eco1, 19560, 0.77, 1, 1, 0.34, 0.03, 11.83, 115, 279, 
18, ACSP2, eco1, 17721, 0.31, 1, 1, 0.83, 0.05, 11.28, 115, 279, 
18, ALIN2, eco1, 5064, 1, 1, 1, 0.44, 0.09, 11.32, 115, 279, 
18, BEAL2, eco1, 19805, 0.98, 1, 1, 0.75, 0.11, 11.75, 115, 279, 
18, BEPA, eco1, 11982, 0.66, 1, 1, 0.87, 0.09, 10.47, 115, 279, 
18, CRDO2, eco1, 17594, 0.95, 1, 1, 0.69, 0.14, 11.29, 115, 279, 
18, FRNI, eco1, 18093, 0.98, 1, 1, 0.28, 0.06, 11.29, 115, 279, 
18, LALA, eco1, 5100, 0.96, 1, 1, 0.84, 0.12, 11.35, 115, 279, 
18, PIGL, eco1, 15368, 0.43, 1, 1, 0.85, 0.06, 10.87, 115, 279, 
18, PIMA, eco1, 5087, 0.42, 1, 1, 0.85, 0.08, 11.14, 115, 279, 
18, PIBA2, eco1, 5025, 0.93, 1, 1, 0.91, 0.09, 11.33, 115, 279, 
18, PIRE, eco1, 15488, 0.91, 1, 1, 0.91, 0.12, 10.82, 115, 279, 
18, PIST, eco1, 11918, 0.83, 1, 1, 0.91, 0.11, 10.47, 115, 279, 
18, POBA2, eco1, 11756, 0.96, 1, 1, 0.86, 0.1, 10.47, 115, 279, 
18, POGR4, eco1, 15519, 0.83, 1, 1, 0.87, 0.11, 10.79, 115, 279, 
18, POTR5, eco1, 11973, 0.98, 1, 1, 0.86, 0.11, 10.4, 115, 279, 
18, PRVI, eco1, 15497, 0.38, 1, 1, 0.88, 0.06, 10.91, 115, 279, 
18, QURU, eco1, 17781, 0.58, 1, 1, 0.8, 0.09, 11.21, 115, 279, 
18, SODE3, eco1, 17661, 0.99, 1, 1, 0.87, 0.12, 11.32, 115, 279, 
18, THOC2, eco1, 11634, 0.94, 1, 1, 0.89, 0.14, 10.47, 115, 279, 
18, Shrub, eco1, 17848, 0.93, 1, 1, 0.96, 0.18, 11.28, 115, 279, 
19, ABBA, eco1, 18506, 1, 1, 1, 0.72, 0.1, 12.09, 111, 276, 
19, ACRU, eco1, 16985, 0.19, 1, 1, 0.82, 0.03, 11.81, 111, 276, 
19, ACSA3, eco1, 19491, 0.55, 1, 1, 0.26, 0.01, 12.56, 111, 276, 
19, ACSP2, eco1, 18833, 0.19, 1, 1, 0.82, 0.03, 12.04, 111, 276, 
19, ALIN2, eco1, 5415, 0.99, 1, 1, 0.39, 0.08, 11.68, 111, 276, 
19, BEAL2, eco1, 19677, 0.85, 1, 1, 0.74, 0.1, 12.59, 111, 276, 
19, BEPA, eco1, 13352, 0.88, 1, 1, 0.86, 0.11, 11.56, 111, 276, 
19, CRDO2, eco1, 18917, 0.89, 1, 1, 0.67, 0.13, 12.18, 111, 276, 
19, FRNI, eco1, 18899, 0.97, 1, 1, 0.27, 0.05, 12.18, 111, 276, 
19, LALA, eco1, 5289, 1, 1, 1, 0.85, 0.13, 11.63, 111, 276, 
19, PIGL, eco1, 16791, 0.72, 1, 1, 0.84, 0.1, 11.67, 111, 276, 
19, PIMA, eco1, 5411, 0.71, 1, 1, 0.85, 0.13, 11.58, 111, 276, 
19, PIBA2, eco1, 5391, 1, 1, 1, 0.91, 0.1, 11.6, 111, 276, 
19, PIRE, eco1, 16779, 0.99, 1, 1, 0.9, 0.12, 11.82, 111, 276, 
19, PIST, eco1, 13367, 0.66, 1, 1, 0.9, 0.09, 11.49, 111, 276, 
19, POBA2, eco1, 13007, 1, 1, 1, 0.85, 0.11, 11.44, 111, 276, 
19, POGR4, eco1, 16835, 0.66, 1, 1, 0.86, 0.1, 11.79, 111, 276, 
19, POTR5, eco1, 13324, 0.99, 1, 1, 0.85, 0.11, 11.52, 111, 276, 
19, PRVI, eco1, 16568, 0.26, 1, 1, 0.87, 0.04, 11.7, 111, 276, 
19, QURU, eco1, 18940, 0.43, 1, 1, 0.79, 0.07, 12.09, 111, 276, 
19, SODE3, eco1, 18733, 0.94, 1, 1, 0.86, 0.12, 12.16, 111, 276, 
19, THOC2, eco1, 13190, 0.99, 1, 1, 0.88, 0.14, 11.31, 111, 276, 
19, Shrub, eco1, 18784, 0.86, 1, 1, 0.96, 0.17, 12.07, 111, 276, 
20, ABBA, eco1, 18793, 1, 1, 1, 0.63, 0.08, 12.15, 122, 265, 
20, ACRU, eco1, 16784, 0.11, 1, 1, 0.78, 0.02, 11.91, 122, 265, 
20, ACSA3, eco1, 19882, 0.36, 1, 1, 0.29, 0.01, 12.61, 122, 265, 
20, ACSP2, eco1, 18906, 0.11, 1, 1, 0.77, 0.02, 12.24, 122, 265, 
20, ALIN2, eco1, 5039, 0.96, 1, 1, 0.38, 0.07, 12.47, 122, 265, 
20, BEAL2, eco1, 19635, 0.69, 1, 1, 0.66, 0.08, 12.69, 122, 265, 
20, BEPA, eco1, 12997, 0.96, 1, 1, 0.83, 0.1, 11.69, 122, 265, 
20, CRDO2, eco1, 18833, 0.83, 1, 1, 0.58, 0.11, 12.16, 122, 265, 
20, FRNI, eco1, 18645, 0.88, 1, 1, 0.28, 0.05, 12.23, 122, 265, 
20, LALA, eco1, 5096, 1, 1, 1, 0.79, 0.12, 12.39, 122, 265, 
20, PIGL, eco1, 16843, 0.85, 1, 1, 0.8, 0.11, 11.89, 122, 265, 
20, PIMA, eco1, 5158, 0.84, 1, 1, 0.8, 0.14, 12.03, 122, 265, 
20, PIBA2, eco1, 5147, 0.97, 1, 1, 0.89, 0.1, 11.98, 122, 265, 
20, PIRE, eco1, 16781, 0.89, 1, 1, 0.88, 0.12, 12.01, 122, 265, 
20, PIST, eco1, 12990, 0.51, 1, 1, 0.88, 0.07, 11.75, 122, 265, 
20, POBA2, eco1, 13319, 0.99, 1, 1, 0.82, 0.1, 11.65, 122, 265, 
20, POGR4, eco1, 16671, 0.51, 1, 1, 0.84, 0.08, 11.88, 122, 265, 
20, POTR5, eco1, 13102, 0.95, 1, 1, 0.82, 0.1, 11.71, 122, 265, 
20, PRVI, eco1, 17064, 0.17, 1, 1, 0.84, 0.03, 11.94, 122, 265, 
20, QURU, eco1, 18741, 0.33, 1, 1, 0.73, 0.05, 12.2, 122, 265, 
20, SODE3, eco1, 18657, 0.89, 1, 1, 0.84, 0.12, 12.26, 122, 265, 
20, THOC2, eco1, 13132, 0.92, 1, 1, 0.85, 0.13, 11.64, 122, 265, 
20, Shrub, eco1, 18845, 0.81, 1, 1, 0.95, 0.16, 12.29, 122, 265, 
21, ABBA, eco1, 18075, 0.99, 1, 1, 0.72, 0.1, 10.83, 119, 271, 
21, ACRU, eco1, 15684, 0.09, 1, 1, 0.82, 0.01, 10.47, 119, 271, 
21, ACSA3, eco1, 19613, 0.32, 1, 1, 0.33, 0.01, 11.22, 119, 271, 
21, ACSP2, eco1, 17997, 0.09, 1, 1, 0.82, 0.01, 10.89, 119, 271, 
21, ALIN2, eco1, 4315, 0.95, 1, 1, 0.42, 0.08, 10.99, 119, 271, 
21, BEAL2, eco1, 19717, 0.65, 1, 1, 0.74, 0.09, 11.27, 119, 271, 
21, BEPA, eco1, 11515, 0.97, 1, 1, 0.86, 0.1, 10.17, 119, 271, 
21, CRDO2, eco1, 17870, 0.81, 1, 1, 0.68, 0.12, 10.92, 119, 271, 
21, FRNI, eco1, 18130, 0.85, 1, 1, 0.28, 0.05, 10.9, 119, 271, 
21, LALA, eco1, 4367, 1, 1, 1, 0.84, 0.13, 10.87, 119, 271, 
21, PIGL, eco1, 15447, 0.87, 1, 1, 0.84, 0.11, 10.5, 119, 271, 
21, PIMA, eco1, 4333, 0.86, 1, 1, 0.84, 0.15, 10.63, 119, 271, 
21, PIBA2, eco1, 4325, 0.96, 1, 1, 0.9, 0.1, 10.93, 119, 271, 
21, PIRE, eco1, 15511, 0.85, 1, 1, 0.9, 0.12, 10.56, 119, 271, 
21, PIST, eco1, 11687, 0.48, 1, 1, 0.9, 0.06, 10.1, 119, 271, 
21, POBA2, eco1, 11761, 0.98, 1, 1, 0.86, 0.11, 10.12, 119, 271, 
21, POGR4, eco1, 15695, 0.48, 1, 1, 0.87, 0.07, 10.54, 119, 271, 
21, POTR5, eco1, 11607, 0.94, 1, 1, 0.85, 0.11, 10.24, 119, 271, 
21, PRVI, eco1, 15516, 0.15, 1, 1, 0.87, 0.02, 10.41, 119, 271, 
21, QURU, eco1, 18016, 0.3, 1, 1, 0.78, 0.05, 10.88, 119, 271, 
21, SODE3, eco1, 17914, 0.87, 1, 1, 0.87, 0.12, 10.88, 119, 271, 
21, THOC2, eco1, 11689, 0.9, 1, 1, 0.88, 0.14, 10.14, 119, 271, 
21, Shrub, eco1, 17728, 0.8, 1, 1, 0.96, 0.16, 11, 119, 271, 
