Time,PopulationZone,TotalSites,SpeciesName,SpeciesIndex,AverageForage,AverageForageInReach,AverageBiomassBrowsed,AverageBiomassRemoved,TotalCohortsKilled,
1, 1, 140433, ABBA, 0, 12.5729698745849, 0.843816671565348, 0.62626579717719, 0.694629832578787, 233, 
1, 1, 140433, ACRU, 1, 1.50828890645306, 0.0406133601076671, 0.040966781312085, 0.0540005269416777, 94, 
1, 1, 140433, ACSA3, 2, 23.8451331524542, 0.524830600906779, 0.448948864130207, 0.505349239757531, 119, 
1, 1, 140433, ACSP2, 3, 0.151175356219644, 0.00482758326034489, 0.00486894106086187, 0.00639416661326055, 11, 
1, 1, 140433, ALIN2, 4, 1.2212018542655, 0, 0, 0, 0, 
1, 1, 140433, BEAL2, 5, 29.0114180000412, 0.46162985339225, 0.382366385867493, 0.399540839926266, 32, 
1, 1, 140433, BEPA, 6, 61.4520033667792, 0.0249161949114489, 0.0244421818294136, 0.0341481626174064, 70, 
1, 1, 140433, CRDO2, 7, 0.0708848262160616, 0.0130441029123194, 0.00524841122589187, 0.00524841122589187, 0, 
1, 1, 140433, FRNI, 8, 0.42044340005548, 0, 0, 0, 0, 
1, 1, 140433, LALA, 9, 1.98508230971334, 0, 0, 0, 0, 
1, 1, 140433, PIGL, 10, 35.8037118455209, 0, 0, 0, 0, 
1, 1, 140433, PIMA, 11, 10.7698804981726, 0, 0, 0, 0, 
1, 1, 140433, PIBA2, 12, 2.67031658370857, 0, 0, 0, 0, 
1, 1, 140433, PIRE, 13, 0.203326978701589, 0, 0, 0, 0, 
1, 1, 140433, PIST, 14, 6.02502205037349, 0.125149439539554, 0.0798289599462147, 0.0798289599462147, 0, 
1, 1, 140433, POBA2, 15, 1.72929841276619, 0.00192877742410971, 0.0019438166242977, 0.00249844409789723, 4, 
1, 1, 140433, POGR4, 16, 3.26831672897422, 0.00101514601268933, 0.00101890581273633, 0.0011575626811362, 1, 
1, 1, 140433, POTR5, 17, 74.8221578176049, 0.193001815812461, 0.195062186238213, 0.271046150121306, 223, 
1, 1, 140433, PRVI, 18, 0.0614095661276229, 0.0213143064664267, 0.0194661691018935, 0.0248737869694876, 39, 
1, 1, 140433, QURU, 19, 0.0770901882036275, 0.000780158509751982, 0.00015949925665642, 0.00015949925665642, 0, 
1, 1, 140433, SODE3, 20, 0.943511106365734, 0.437372839716362, 0.440671426341443, 0.598018913485951, 995, 
1, 1, 140433, THOC2, 21, 31.8834638353981, 0.585464880598687, 0.32153278566049, 0.321672103101547, 1, 
1, 1, 140433, Shrub, 22, 1.81957703958342, 0.892808247635061, 0.859329591288505, 1.02135363428643, 813, 
2, 1, 140433, ABBA, 0, 12.9493440539435, 0.862789405953364, 0.686801708018889, 0.806507245067976, 388, 
2, 1, 140433, ACRU, 1, 1.55617041122762, 0.0749780077332309, 0.0722678966007887, 0.0922478169898824, 114, 
2, 1, 140433, ACSA3, 2, 23.76700436964, 0.427097843573778, 0.3737306470965, 0.462338791524169, 172, 
2, 1, 140433, ACSP2, 3, 0.171891478498694, 0.0192569438807119, 0.0191929356180634, 0.0208283609098396, 15, 
2, 1, 140433, ALIN2, 4, 1.30586954348335, 0, 0, 0, 0, 
2, 1, 140433, BEAL2, 5, 28.8553266843803, 0.423307196954889, 0.371109385491389, 0.387656937727793, 37, 
2, 1, 140433, BEPA, 6, 62.1414580522369, 0.374853980577826, 0.343817226587804, 0.354468476797842, 67, 
2, 1, 140433, CRDO2, 7, 0.0840243042998744, 0.0244356672973402, 0.0159398596962737, 0.0159398596962737, 0, 
2, 1, 140433, FRNI, 8, 0.442886398496026, 0, 0, 0, 0, 
2, 1, 140433, LALA, 9, 2.0323531477644, 0, 0, 0, 0, 
2, 1, 140433, PIGL, 10, 37.409909704987, 0, 0, 0, 0, 
2, 1, 140433, PIMA, 11, 11.2727614620498, 0, 0, 0, 0, 
2, 1, 140433, PIBA2, 12, 2.78875141312932, 0, 0, 0, 0, 
2, 1, 140433, PIRE, 13, 0.208451774155648, 0, 0, 0, 0, 
2, 1, 140433, PIST, 14, 6.08390236777942, 0.162763422355586, 0.117405813502928, 0.11819249987909, 2, 
2, 1, 140433, POBA2, 15, 1.74080225417093, 0.016458881886736, 0.0160924388537342, 0.0170755166602037, 8, 
2, 1, 140433, POGR4, 16, 3.21117619021189, 0.0312228459122858, 0.0308497206700133, 0.0314620595216274, 7, 
2, 1, 140433, POTR5, 17, 74.4563849180905, 0.307493178953702, 0.30416182715155, 0.37290401317592, 201, 
2, 1, 140433, PRVI, 18, 0.063393199289951, 0.0227354735417312, 0.0215250938683357, 0.0319713236576061, 67, 
2, 1, 140433, QURU, 19, 0.0783922069599027, 0.00177462562218282, 0.00103501920101989, 0.00103501920101989, 0, 
2, 1, 140433, SODE3, 20, 0.791178829911098, 0.281004605903819, 0.279404413752897, 0.449848261638915, 967, 
2, 1, 140433, THOC2, 21, 32.3411606430785, 0.857455880636694, 0.618148209383776, 0.622533516974342, 22, 
2, 1, 140433, Shrub, 22, 1.54373446097254, 0.664968405187544, 0.640921267763297, 0.808027050368223, 860, 
3, 1, 140433, ABBA, 0, 12.9448741966572, 0.826304220908019, 0.833318015458399, 1.14916992911048, 923, 
3, 1, 140433, ACRU, 1, 1.52259119304159, 0.0437537403062265, 0.0444578354227911, 0.0658710489160318, 123, 
3, 1, 140433, ACSA3, 2, 23.6836525156896, 0.42933137125687, 0.431906052934427, 0.567532506317795, 266, 
3, 1, 140433, ACSP2, 3, 0.159886306508534, 0.00856093426696155, 0.00868060438777297, 0.0111671592995394, 20, 
3, 1, 140433, ALIN2, 4, 1.45283956335055, 0, 0, 0, 0, 
3, 1, 140433, BEAL2, 5, 28.6624260409271, 0.398940699071781, 0.401221717756142, 0.49906673782335, 174, 
3, 1, 140433, BEPA, 6, 61.9363092173682, 0.203380546750478, 0.206113212458223, 0.225576184527923, 120, 
3, 1, 140433, CRDO2, 7, 0.0880722903945781, 0.0281466176515979, 0.0284114309104551, 0.0316856718625027, 20, 
3, 1, 140433, FRNI, 8, 0.455666334835789, 0, 0, 0, 0, 
3, 1, 140433, LALA, 9, 2.06838481553476, 0, 0, 0, 0, 
3, 1, 140433, PIGL, 10, 37.4675931212771, 0, 0, 0, 0, 
3, 1, 140433, PIMA, 11, 11.7759922753194, 0, 0, 0, 0, 
3, 1, 140433, PIBA2, 12, 2.78477598854975, 0, 0, 0, 0, 
3, 1, 140433, PIRE, 13, 0.207589464014868, 0, 0, 0, 0, 
3, 1, 140433, PIST, 14, 6.05829189723301, 0.143165720581887, 0.14376554971727, 0.169904450082786, 75, 
3, 1, 140433, POBA2, 15, 1.73144125740789, 0.0140399799304396, 0.0143066594497045, 0.0153502132801509, 10, 
3, 1, 140433, POGR4, 16, 3.09746988670884, 0.0154753127842084, 0.0156186450169311, 0.0165505586309823, 12, 
3, 1, 140433, POTR5, 17, 73.543394443232, 0.233747599533278, 0.235515955927498, 0.306159354605063, 215, 
3, 1, 140433, PRVI, 18, 0.0580716294746363, 0.0178812468722541, 0.0180766072383709, 0.0282064553346532, 68, 
3, 1, 140433, QURU, 19, 0.0774337858470026, 0.00105589176227889, 0.00107328177728315, 0.00176085427109092, 2, 
3, 1, 140433, SODE3, 20, 0.768939588077734, 0.260962591217451, 0.263394237472301, 0.441959935146278, 1022, 
3, 1, 140433, THOC2, 21, 32.234758576244, 0.74967048138866, 0.753413403500778, 0.838396065831053, 412, 
3, 1, 140433, Shrub, 22, 1.49399644688041, 0.624135338577165, 0.627129109119338, 0.824921478587275, 1010, 
4, 1, 140433, ABBA, 0, 12.9671806411558, 0.749744654951438, 0.756483570163659, 1.09902153431703, 927, 
4, 1, 140433, ACRU, 1, 1.53691136185889, 0.0560804631389978, 0.0568009912200041, 0.0824560301353784, 129, 
4, 1, 140433, ACSA3, 2, 23.5600352585608, 0.400898245940016, 0.403097691369512, 0.535118835117755, 250, 
4, 1, 140433, ACSP2, 3, 0.163855018692193, 0.00729720792121514, 0.00737646450620585, 0.00766749125917702, 10, 
4, 1, 140433, ALIN2, 4, 1.53425558949824, 0, 0, 0, 0, 
4, 1, 140433, BEAL2, 5, 28.4702892898839, 0.376107505488297, 0.378451515229598, 0.460090614871444, 169, 
4, 1, 140433, BEPA, 6, 61.9139534553804, 0.230624630962807, 0.232332952511161, 0.251132631219157, 94, 
4, 1, 140433, CRDO2, 7, 0.084731839655689, 0.024467106992775, 0.0247123587498407, 0.028860661214361, 26, 
4, 1, 140433, FRNI, 8, 0.465653303710657, 0, 0, 0, 0, 
4, 1, 140433, LALA, 9, 2.08275251543439, 0, 0, 0, 0, 
4, 1, 140433, PIGL, 10, 37.8152984896726, 0, 0, 0, 0, 
4, 1, 140433, PIMA, 11, 12.1929689517419, 0, 0, 0, 0, 
4, 1, 140433, PIBA2, 12, 2.80365037277562, 0, 0, 0, 0, 
4, 1, 140433, PIRE, 13, 0.20885689261071, 0, 0, 0, 0, 
4, 1, 140433, PIST, 14, 6.02141926488367, 0.127426690766176, 0.128270164308719, 0.154614032772688, 78, 
4, 1, 140433, POBA2, 15, 1.72637490504365, 0.0151363158232039, 0.0153633701480421, 0.016546240840828, 10, 
4, 1, 140433, POGR4, 16, 2.9947667240608, 0.0174051295635641, 0.0177589079489864, 0.0187509670803871, 13, 
4, 1, 140433, POTR5, 17, 72.9232946033986, 0.256706852662839, 0.259077744974475, 0.340754049546738, 254, 
4, 1, 140433, PRVI, 18, 0.0587044087928061, 0.01860407340155, 0.0188177992352216, 0.0276973776818831, 63, 
4, 1, 140433, QURU, 19, 0.0773479224968491, 0.00103413300292666, 0.00103830638097883, 0.00129760383955338, 1, 
4, 1, 140433, SODE3, 20, 0.782408712483019, 0.274202931789745, 0.276661577834472, 0.461922342469222, 1014, 
4, 1, 140433, THOC2, 21, 32.2074714920687, 0.715835640816256, 0.719235515204752, 0.799583762696339, 360, 
4, 1, 140433, Shrub, 22, 1.45995358306978, 0.602906938136977, 0.605706068604748, 0.795447153043967, 1026, 
5, 1, 140433, ABBA, 0, 13.0909338430993, 0.756495192231959, 0.763757471610722, 1.14489393041987, 931, 
5, 1, 140433, ACRU, 1, 1.53315998376458, 0.0564268911153302, 0.0569939817564188, 0.0806448455847402, 112, 
5, 1, 140433, ACSA3, 2, 23.4532376642804, 0.402142014295639, 0.404263218286155, 0.536056407636249, 258, 
5, 1, 140433, ACSP2, 3, 0.163580666082723, 0.00615889085898618, 0.00622506333981334, 0.00657189919748213, 10, 
5, 1, 140433, ALIN2, 4, 1.58998240584477, 0, 0, 0, 0, 
5, 1, 140433, BEAL2, 5, 28.2795558937939, 0.362867205955066, 0.364420868128489, 0.443866686134259, 166, 
5, 1, 140433, BEPA, 6, 61.7199437875715, 0.211827473029845, 0.214098805836237, 0.239812348379655, 127, 
5, 1, 140433, CRDO2, 7, 0.0827935683528074, 0.021482139556263, 0.0216825744967684, 0.024259264590977, 17, 
5, 1, 140433, FRNI, 8, 0.471012710687656, 0, 0, 0, 0, 
5, 1, 140433, LALA, 9, 2.10527804148596, 0, 0, 0, 0, 
5, 1, 140433, PIGL, 10, 38.229912883716, 0, 0, 0, 0, 
5, 1, 140433, PIMA, 11, 12.4913861613717, 0, 0, 0, 0, 
5, 1, 140433, PIBA2, 12, 2.82027169682351, 0, 0, 0, 0, 
5, 1, 140433, PIRE, 13, 0.209853239623166, 0, 0, 0, 0, 
5, 1, 140433, PIST, 14, 5.99738022904888, 0.122828485618668, 0.123346413804917, 0.15521403602349, 83, 
5, 1, 140433, POBA2, 15, 1.72332557561257, 0.0139644425455555, 0.0140056311550704, 0.0161932634067491, 12, 
5, 1, 140433, POGR4, 16, 2.87712479887173, 0.0144521450086518, 0.0144866223750828, 0.0163178033653058, 13, 
5, 1, 140433, POTR5, 17, 72.3939462263161, 0.249408591997607, 0.252153753604921, 0.337393609764076, 252, 
5, 1, 140433, PRVI, 18, 0.0570133823246667, 0.0174819046805229, 0.0176591604537385, 0.0270736673004202, 63, 
5, 1, 140433, QURU, 19, 0.0768903172331291, 0.000835201982440025, 0.000839713742496422, 0.00112003531933378, 1, 
5, 1, 140433, SODE3, 20, 0.786099858580956, 0.232709026511102, 0.235463644015532, 0.38539393675276, 928, 
5, 1, 140433, THOC2, 21, 32.2793210770869, 0.704335719233792, 0.707303893380888, 0.801371316279971, 384, 
5, 1, 140433, Shrub, 22, 1.44313451272218, 0.602017035755368, 0.604564956333957, 0.794863446499444, 1061, 
6, 1, 140433, ABBA, 0, 13.0618655090137, 0.731323395907143, 0.697797276049271, 0.965661104466878, 664, 
6, 1, 140433, ACRU, 1, 1.53033065903275, 0.0511629078635334, 0.0516196357351981, 0.0775260863055889, 115, 
6, 1, 140433, ACSA3, 2, 23.3661668625434, 0.404849662855452, 0.394622877464129, 0.501191210798758, 196, 
6, 1, 140433, ACSP2, 3, 0.162312222340859, 0.00462868983785864, 0.00469605957785785, 0.00491733571813473, 10, 
6, 1, 140433, ALIN2, 4, 1.65114720898938, 0, 0, 0, 0, 
6, 1, 140433, BEAL2, 5, 28.101398097165, 0.22753308906243, 0.22234335910678, 0.273674687227874, 107, 
6, 1, 140433, BEPA, 6, 61.6037351545615, 0.176348890645363, 0.176512720533878, 0.202800358929188, 119, 
6, 1, 140433, CRDO2, 7, 0.0808293179825605, 0.00924929610561621, 0.00880268787795632, 0.00921841302943048, 4, 
6, 1, 140433, FRNI, 8, 0.481273017025919, 0, 0, 0, 0, 
6, 1, 140433, LALA, 9, 2.11858904958247, 0, 0, 0, 0, 
6, 1, 140433, PIGL, 10, 38.1820731879229, 0, 0, 0, 0, 
6, 1, 140433, PIMA, 11, 12.7000983016809, 0, 0, 0, 0, 
6, 1, 140433, PIBA2, 12, 2.81920786140012, 0, 0, 0, 0, 
6, 1, 140433, PIRE, 13, 0.208827190190341, 0, 0, 0, 0, 
6, 1, 140433, PIST, 14, 5.97558787808521, 0.124588520524588, 0.114225997865162, 0.12626118507917, 23, 
6, 1, 140433, POBA2, 15, 1.72336059815001, 0.0120840349490504, 0.0121097307181419, 0.0162544849595119, 17, 
6, 1, 140433, POGR4, 16, 2.75675305206064, 0.0174289102988614, 0.0175001368229268, 0.0192187129410756, 22, 
6, 1, 140433, POTR5, 17, 72.0599371891311, 0.24060120399052, 0.242774662054596, 0.33499955848209, 247, 
6, 1, 140433, PRVI, 18, 0.0601053478883194, 0.0211412240712648, 0.0209492048964121, 0.030447582628143, 63, 
6, 1, 140433, QURU, 19, 0.0769184405374806, 0.000798092755976159, 0.0006207654719, 0.0006207654719, 0, 
6, 1, 140433, SODE3, 20, 0.787666868044896, 0.235563767490873, 0.237544024227806, 0.389211345765587, 932, 
6, 1, 140433, THOC2, 21, 32.2015732937174, 0.703432598440361, 0.652104645211324, 0.703462782403412, 197, 
6, 1, 140433, Shrub, 22, 1.41967732356542, 0.600338607876526, 0.597896919261176, 0.75308955274593, 901, 
7, 1, 140433, ABBA, 0, 13.2826126382521, 0.84648315518254, 0.436689519768028, 0.497970791603747, 166, 
7, 1, 140433, ACRU, 1, 1.53465507215513, 0.053125978566148, 0.0497187442990366, 0.0774782111532826, 111, 
7, 1, 140433, ACSA3, 2, 23.3044303639111, 0.413551363847688, 0.265900950731632, 0.285751056257096, 40, 
7, 1, 140433, ACSP2, 3, 0.16181559140005, 0.00382567279122534, 0.0032547003479843, 0.00373825506802874, 8, 
7, 1, 140433, ALIN2, 4, 1.71287936596096, 0, 0, 0, 0, 
7, 1, 140433, BEAL2, 5, 27.9851876211427, 0.253511128371898, 0.154552351461534, 0.157006782016142, 9, 
7, 1, 140433, BEPA, 6, 61.6307186651955, 0.24657536553486, 0.173178327675166, 0.196807734082551, 94, 
7, 1, 140433, CRDO2, 7, 0.0920887923186416, 0.0192653616929247, 0.010209490819927, 0.010209490819927, 0, 
7, 1, 140433, FRNI, 8, 0.490720830574016, 0, 0, 0, 0, 
7, 1, 140433, LALA, 9, 2.13888012646602, 0, 0, 0, 0, 
7, 1, 140433, PIGL, 10, 38.5529960735634, 0, 0, 0, 0, 
7, 1, 140433, PIMA, 11, 13.0138363205227, 0, 0, 0, 0, 
7, 1, 140433, PIBA2, 12, 2.84271337933387, 0, 0, 0, 0, 
7, 1, 140433, PIRE, 13, 0.209728414261605, 0, 0, 0, 0, 
7, 1, 140433, PIST, 14, 5.96326696902961, 0.138952730518529, 0.0488242059804844, 0.0488242059804844, 0, 
7, 1, 140433, POBA2, 15, 1.72961567916204, 0.0155743469965373, 0.0128617715066183, 0.0161349281008661, 16, 
7, 1, 140433, POGR4, 16, 2.62262650549446, 0.0175161340006301, 0.0141749792540348, 0.0183615342660334, 16, 
7, 1, 140433, POTR5, 17, 71.8657915844546, 0.287946616381446, 0.253414464448296, 0.325457149620829, 209, 
7, 1, 140433, PRVI, 18, 0.0587951545328084, 0.0202976219015891, 0.0144193391832851, 0.0191431869138314, 33, 
7, 1, 140433, QURU, 19, 0.0774312716393421, 0.00121185312659943, 0.00025665416699679, 0.00025665416699679, 0, 
7, 1, 140433, SODE3, 20, 0.829518518159652, 0.278481809693164, 0.24343683258215, 0.384958214135561, 844, 
7, 1, 140433, THOC2, 21, 32.2746313237546, 0.772901533892275, 0.28569717525986, 0.28569717525986, 0, 
7, 1, 140433, Shrub, 22, 1.39906575766876, 0.60139553553237, 0.518937398584525, 0.660598788293684, 806, 
8, 1, 140433, ABBA, 0, 13.7800919551532, 1.19268350620841, 0.295204682497398, 0.316842785297498, 64, 
8, 1, 140433, ACRU, 1, 1.5645298606947, 0.0709998613356205, 0.0545659145292082, 0.0808126022058747, 99, 
8, 1, 140433, ACSA3, 2, 23.3355177458202, 0.491049352807045, 0.156760031311631, 0.156760031311631, 0, 
8, 1, 140433, ACSP2, 3, 0.169149977022136, 0.00999775382678675, 0.00554298957879173, 0.0059915041017315, 16, 
8, 1, 140433, ALIN2, 4, 1.80685368823562, 0, 0, 0, 0, 
8, 1, 140433, BEAL2, 5, 27.9186649460587, 0.320117214259576, 0.0948423318913157, 0.0950662626958895, 3, 
8, 1, 140433, BEPA, 6, 61.6606866695998, 0.259626149624905, 0.114294318864463, 0.122059068831134, 27, 
8, 1, 140433, CRDO2, 7, 0.0996813920676745, 0.0253637372952695, 0.00534163144032312, 0.00542617908937997, 2, 
8, 1, 140433, FRNI, 8, 0.502045724295577, 0, 0, 0, 0, 
8, 1, 140433, LALA, 9, 2.16305883659827, 0, 0, 0, 0, 
8, 1, 140433, PIGL, 10, 38.9501559718843, 0, 0, 0, 0, 
8, 1, 140433, PIMA, 11, 13.2811737070345, 0, 0, 0, 0, 
8, 1, 140433, PIBA2, 12, 2.86489281579103, 0, 0, 0, 0, 
8, 1, 140433, PIRE, 13, 0.210977983807225, 0, 0, 0, 0, 
8, 1, 140433, PIST, 14, 5.99383121917166, 0.193682034388035, 0.0291247169493262, 0.0291247169493262, 0, 
8, 1, 140433, POBA2, 15, 1.73546605605354, 0.015769608637333, 0.00914305301221175, 0.0100020411108349, 3, 
8, 1, 140433, POGR4, 16, 2.48719704052952, 0.0263731316190533, 0.0144604522323108, 0.0162076821219377, 15, 
8, 1, 140433, POTR5, 17, 71.7228397245114, 0.309252831282206, 0.200671763545757, 0.242817062161137, 147, 
8, 1, 140433, PRVI, 18, 0.0653907562302914, 0.0270688062612655, 0.0141341348917165, 0.019744064241987, 41, 
8, 1, 140433, QURU, 19, 0.0780294419042135, 0.00125376097451751, 9.71453732909601E-05, 9.71453732909601E-05, 0, 
8, 1, 140433, SODE3, 20, 0.848479250200985, 0.29779427102888, 0.213184279756421, 0.342775641034754, 743, 
8, 1, 140433, THOC2, 21, 32.5651260867609, 0.895109318286661, 0.144142918972188, 0.144142918972188, 0, 
8, 1, 140433, Shrub, 22, 1.47481696716946, 0.674981389017401, 0.420578262629233, 0.516019954128451, 583, 
9, 1, 140433, ABBA, 0, 13.9135535833149, 1.33045163377839, 0.374504492657082, 0.397416489865058, 76, 
9, 1, 140433, ACRU, 1, 1.57393567319948, 0.0657967827679162, 0.0558407722302326, 0.0820722480979663, 95, 
9, 1, 140433, ACSA3, 2, 23.3569592482492, 0.574110411850541, 0.215086223981281, 0.215380431673765, 1, 
9, 1, 140433, ACSP2, 3, 0.166977411355763, 0.00640237827230005, 0.00400694640032969, 0.00440517808065745, 11, 
9, 1, 140433, ALIN2, 4, 1.88456048364693, 0, 0, 0, 0, 
9, 1, 140433, BEAL2, 5, 27.7778106039531, 0.327036935907342, 0.110595035419905, 0.110595035419905, 0, 
9, 1, 140433, BEPA, 6, 61.5448451158906, 0.219931450312782, 0.111976707124473, 0.120913546804734, 32, 
9, 1, 140433, CRDO2, 7, 0.0909423136706721, 0.0155556767690891, 0.00386852113785569, 0.00386852113785569, 0, 
9, 1, 140433, FRNI, 8, 0.512275764243461, 0, 0, 0, 0, 
9, 1, 140433, LALA, 9, 2.18035730063443, 0, 0, 0, 0, 
9, 1, 140433, PIGL, 10, 38.9536181837611, 0, 0, 0, 0, 
9, 1, 140433, PIMA, 11, 13.516075674521, 0, 0, 0, 0, 
9, 1, 140433, PIBA2, 12, 2.86315785605949, 0, 0, 0, 0, 
9, 1, 140433, PIRE, 13, 0.210624938582812, 0, 0, 0, 0, 
9, 1, 140433, PIST, 14, 5.99272288503931, 0.203473090625191, 0.0337893417428455, 0.0337893417428455, 0, 
9, 1, 140433, POBA2, 15, 1.74553118461883, 0.0170208259424492, 0.0108873141745675, 0.0114591729616072, 3, 
9, 1, 140433, POGR4, 16, 2.33434392074796, 0.0267510387331723, 0.0172107717980337, 0.0192236730391949, 12, 
9, 1, 140433, POTR5, 17, 71.6749351825915, 0.335216353959738, 0.234483049169768, 0.286393467657041, 154, 
9, 1, 140433, PRVI, 18, 0.0658636394328655, 0.0278887190081782, 0.0147435476732942, 0.0194575517270471, 33, 
9, 1, 140433, QURU, 19, 0.0792871634087358, 0.00194619654197385, 0.000280666222245377, 0.000280666222245377, 0, 
9, 1, 140433, SODE3, 20, 0.839358881645083, 0.290488607563799, 0.221470592638997, 0.363457424219958, 817, 
9, 1, 140433, THOC2, 21, 32.533020437674, 0.896489705791045, 0.162204249962725, 0.162204249962725, 0, 
9, 1, 140433, Shrub, 22, 1.58433370731568, 0.76846716971674, 0.500324189390898, 0.593030800376623, 598, 
10, 1, 140433, ABBA, 0, 13.966263259996, 1.36090897834958, 0.71637584013778, 0.782096404973386, 175, 
10, 1, 140433, ACRU, 1, 1.58417403399108, 0.0667108394429852, 0.0624752800009917, 0.0953301247935081, 110, 
10, 1, 140433, ACSA3, 2, 23.2898850192466, 0.575563865511764, 0.375020613079477, 0.402891417088014, 49, 
10, 1, 140433, ACSP2, 3, 0.16706740112309, 0.00650281038082899, 0.00576608564882543, 0.00603614915633823, 8, 
10, 1, 140433, ALIN2, 4, 1.95877574074467, 0, 0, 0, 0, 
10, 1, 140433, BEAL2, 5, 27.6387407436125, 0.3379108761323, 0.203656608126868, 0.204792196244768, 6, 
10, 1, 140433, BEPA, 6, 61.5062980908673, 0.230262765835294, 0.169409534299952, 0.197036527428424, 90, 
10, 1, 140433, CRDO2, 7, 0.0938021364135628, 0.0176155249377149, 0.00806910809433129, 0.00810261429625467, 1, 
10, 1, 140433, FRNI, 8, 0.520568567217111, 0, 0, 0, 0, 
10, 1, 140433, LALA, 9, 2.20138417038739, 0, 0, 0, 0, 
10, 1, 140433, PIGL, 10, 38.9681823332137, 0, 0, 0, 0, 
10, 1, 140433, PIMA, 11, 13.7605482130266, 0, 0, 0, 0, 
10, 1, 140433, PIBA2, 12, 2.85913599794926, 0, 0, 0, 0, 
10, 1, 140433, PIRE, 13, 0.209395671957446, 0, 0, 0, 0, 
10, 1, 140433, PIST, 14, 5.96364946171229, 0.211711530757739, 0.0666229521653066, 0.0666229521653066, 0, 
10, 1, 140433, POBA2, 15, 1.7517840036366, 0.0191765908490049, 0.0166144216665978, 0.0215693771960326, 15, 
10, 1, 140433, POGR4, 16, 2.17290767025711, 0.0289125238170984, 0.0242994370097763, 0.0268415376080712, 16, 
10, 1, 140433, POTR5, 17, 71.2055525618431, 0.344389645565693, 0.310257385018984, 0.416162983116151, 255, 
10, 1, 140433, PRVI, 18, 0.0663460103079054, 0.0288660675594059, 0.0211000624179451, 0.0272074682826935, 44, 
10, 1, 140433, QURU, 19, 0.0791002901789587, 0.00147094664859193, 0.000163575041970877, 0.000163575041970877, 0, 
10, 1, 140433, SODE3, 20, 0.841716185314831, 0.0973866150691771, 0.0759443194761178, 0.0822151745375478, 113, 
10, 1, 140433, THOC2, 21, 32.4966761228454, 0.881507045290321, 0.290946184995161, 0.290946184995161, 0, 
10, 1, 140433, Shrub, 22, 1.54612510408965, 0.752772188613964, 0.645116535310599, 0.781118609359686, 841, 
11, 1, 140433, ABBA, 0, 13.9714484383257, 1.35328295919219, 0.570037660736267, 0.614146395851594, 124, 
11, 1, 140433, ACRU, 1, 1.58813757349808, 0.0641695488885839, 0.0594017293729159, 0.0920726844349826, 102, 
11, 1, 140433, ACSA3, 2, 23.1496207105825, 0.444470366821621, 0.240312538547133, 0.265646987857684, 52, 
11, 1, 140433, ACSP2, 3, 0.162141157303237, 0.00363067552617071, 0.00284708779392145, 0.00320443799631251, 9, 
11, 1, 140433, ALIN2, 4, 2.02189864775368, 0, 0, 0, 0, 
11, 1, 140433, BEAL2, 5, 27.4769793537516, 0.253030413452742, 0.118169267858348, 0.120328058178856, 6, 
11, 1, 140433, BEPA, 6, 61.5000158094787, 0.302317798337472, 0.189940208951994, 0.227859629404574, 113, 
11, 1, 140433, CRDO2, 7, 0.110516829506227, 0.0329758015626846, 0.0119428571941902, 0.0122162389016729, 5, 
11, 1, 140433, FRNI, 8, 0.557334335946643, 0, 0, 0, 0, 
11, 1, 140433, LALA, 9, 2.21561802140522, 0, 0, 0, 0, 
11, 1, 140433, PIGL, 10, 39.1682662963815, 0, 0, 0, 0, 
11, 1, 140433, PIMA, 11, 13.9978728076732, 0, 0, 0, 0, 
11, 1, 140433, PIBA2, 12, 2.87020691717764, 0, 0, 0, 0, 
